Expression Label,tweets
positive,"@hurganbantan @amaraaliberty Л.Оюун-Эрдэнэ: 2024 он хүртэл Холливудын нэг кино хийе, Netflix дээр таваас доошгүй контент бүтээе гэнэ дээ. Холливуд хаана кино хийхийг МАНай ЕС шийддэг болсон уу 😂😂😂😂  https://t.co/xVY2ggjAaO https://t.co/8qe8KXwZo7"
neutral,"Явж явж тамганы эрхээ авч чадсан Эрдэнэ гуай өнгөрөгч хугацаанд албан бус тамга хэрэглээд л явсан болж таарав уу. Хэрэв тийм бол сонгуулийн хороонд өгсөн материал нь ....
;-)"
negative,"Ямар ацаараа Оюун-Эрдэнэ хос цамхаг барьдын. Ганц ч жуулчингүй жил хөдөө хээр, дэд бүтэцгүй шавар дагз барьж төсвийн 56 тэрбумыг хийсгэсэнг нь мартчихаагүйн бгааздээ. 🤢😑🤌🏼 https://t.co/tC0Fj2QPzT"
positive,Нэтфликсээр Оюун-Эрдэнэ хэрхэн андлалын өргөө барих вэ гдг баримтат кану гарна гэнээ гшшш. 😆😆😆
positive,"Ерөнхий сайд Л.Оюун-Эрдэнэ өнөөдөр Соёлын өвийн үндэсний төвийн шинэ байранд зочилж, соёлын бүтээлч үйлдвэрлэлийн салбарын төлөөлөлтэй өглөөний уулзалт хийлээ. https://t.co/e9FtBZDWc2"
positive,"Тэгэхээр дийлэнх иргэн улстөрд сүүлийн хэдэн жил идэвхтэй байсан Хүрэлсүх, Эрдэнэ нарыг таних нь гарцаагүй. https://t.co/pV8B2y0iP6"
negative,@bo_ulzii Манай Эрдэнэ даргыг барах уу?
neutral,@erdenebatavia С.Эрдэнэ
positive,"Факт: Камертоны Ган-Эрдэнэ, Ноён Бондгор, Өндөр Отгоо нар хороололын нэг дошныхон 😜 https://t.co/TlAbZ0z7dt"
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ: Эдийн засгийн тэргүүлэх чиглэл болох соёлын бүтээлч үйлдвэрлэлийн салбарыг бүх талаар дэмжинэ https://t.co/DcK938LTLE https://t.co/d2D3FV9Puj
positive,"Ерөнхий сайд Л.Оюун-Эрдэнэ: Эдийн засгийн тэргүүлэх чиглэл болох соёлын бүтээлч үйлдвэрлэлийн салбарыг бүх талаар дэмжинэ
https://t.co/Dju1qL2WXh https://t.co/ZHBYTZdptH"
negative,Яаая Эрдэнэ шиг НАХAЛЬНЫЙ Еөктэй болчуул энэ улсаас шууд дүрэвсэн нь дээр шүү 👎🏼🤮 https://t.co/rp7mwb35AZ
negative,"Д.Энхбат ч яахав, жиргээнд л ялж байна. С.Эрдэнэ эвгүй дээ. Яагаад харин бүр таг байна."
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ: Эдийн засгийн тэргүүлэх чиглэл болох соёлын бүтээлч үйлдвэрлэлийн салбарыг бүх талаар дэмжинэ https://t.co/axlmvCilaL https://t.co/eQftPNu6A6
negative,"Харлуулах юм үлдээгүй Хүүк - хар юмнаас нь хүмүүс залхсан
Харлуулах юм үлдээгүй Эрдэнэ - хар юм дахиж гарч магадгүй
Харлуулах юм байхгүй Энхбат - одоогоор хар юмтай эсэх нь нууц"
positive,...төрийн эрдэнэ цол мол авсан байсан уу?😂😂😂 https://t.co/Xucnfyd7Sl
positive,Л.Оюун-Эрдэнэ: Netflix-д таваас доошгүй монгол контент байршуулна https://t.co/ffNreRGjyy via @zindaamnd
positive,@bo_ulzii Эрдэнэ гуай ёстой авдаг газар да уг нь Бо-г 😜😂
positive,"Эрдэнэ бол нийт гишүүдийн сонголт учраас нүдээ аниад намаа дэмжээд Эрдэнийн төлөө саналаа өг гэнэ
Цахим сунгаа бол луйвар гэж боддог хүн учраас тэр хүнд бодит дэмжлэг бхгүй гэж үзэж бгаа, нийт гишүүдийн сонголт гэсэн үгэнд нь хууртаад дэмжиж болохгүй л гэе даа"
negative,"@batengineer @Iregedui Нэг нөхөр Эрдэнэ Энхболдод гомдлоо гэж орилоод байсан.
Одоо зараал болоод бусадруу нулимаад явах юм Тулга билүү?Тотго билүү?"
positive,Л.Оюун-Эрдэнэ: Холливудын нэг киног Монголдоо хийлгэхэд шаардагдах төсвийг улсаас гаргуулна https://t.co/suvCvsFXyV
negative,"М.Тулгатын АН-д УИХ-ын гишүүн Д.Бат-Эрдэнэ, Д.Пүрэвдорж нар харьяалагдана гэдгээ илэрхийлжээ https://t.co/2vPWphBMFg"
positive,"Л.Оюун-Эрдэнэ: Дэлхийд гаргаж болох соёлын бүх контентийг засгийн газраас дэмжинэ
https://t.co/ixO0ksVjck https://t.co/Oir4q2BV41"
negative,"@bo_ulzii Хүрэлсүхтэй явдаг, Энхбат араас гүйдэг, Эрдэнэ мсж бичдэг гээд эхлэх юм биздэ.ккк"
positive,"Жуулчны гудамжаа устган Засгийн Газрын бас нэг нүсэр бетонон барилга барьж Цахим улс,E-Mongolia улс болно гэнэ үү😳😡
Тэр Цахим яам гэгчид нь заавал шинэ барилга хэрэгтэй юм бол Нийслэлийн Захиргаа нь бариулчихаад орохоос татгалзсан шинэ байранд нь оруулаачээ Оюун-Эрдэнэ ээ! https://t.co/tAePbNsu1q"
positive,Д.Мөнх-Эрдэнэ: АН цэвэршиж байгаад баярлаж байна https://t.co/hOSK5jmYHK
positive,"Хэрэг хуучрахгүй шүү дээ. 

С.Эрдэнэ нас барсан иргэдийн нэр дээр мөнгө авдаг, тэжээгчээ алдсаны тэтгэврийг хуурамчаар авдаг байсан тухай баримт өгүүлнэ дээ. https://t.co/wIPb7fkr6N"
negative,Одонтуяа гишүүн чинь Эрдэнэ-н хүн бишийн бшд тэ 🤔
negative,"С.Эрдэнэ “Би алдаа оноотой ч уул уурхайтай хутгалдаагүй” гээд байгаа нь “Уул уурхайн лиценз цуцалснаа гавьяа гэж бодоод байгаа” У.Хүрэлсүхтэй ямар адилхан өнцөг вэ? Дарангуйлагчид баялаг бүтээгчдийг “дарж”, аливаа бодит өмчийг “хурааж” үүнийгээ гавьяа гэж боддог бололтой."
positive,@ariukab Саруул-Эрдэнэ багш илэрхийлсэн
negative,Энэ жилийн сошл пиар магтангаа унагах болтойм. Энхбат дээр ч Хүк дээр ч байна. Эрдэнэ дээр юу ч алгаа ха ха ха https://t.co/DDrr37PfRF
neutral,"""Гав тайлах бизнес"" үргэлжилсээр байна уу https://t.co/EIYLXt9Out ""Хэрэгсэхгүй болгох санал тавьдаг гэл үү, нэр дэвшигч С.Эрдэнэ дарга мэдэгдэл хийсэн дээ..."
positive,"""Алдарт уяач""Элбэгдорж морьдоо уяад, улс төр, сошиалд идэвхтэй болсон гэж. Нэг л энхийн цагаан тагтаа, Эрдэнэ, Энхбат 2 морины  хэн нь ч түрүүлсэн яахав гээд  цээжний хонжоо хийж сууна уу? Үнэндээ бол Хүрэлсүх, Элбэгдорж хоёр өрсөлдөж байгаа юм биш үү https://t.co/0N1VC69Ypn"
negative,"@Gumpaa С.Эрдэнэ, Үкүн Тулга 2 монголын сагсан бөмбөгийн спортын хөгжлийн хамгийн том саад гэдгийг энэ спортыг сонирхдог бүх хүн мэднэ дээ. Дэлхий дээр 5х5 л гэж байдаг 3х3 бол зүгээр хачир шүү."
negative,"Баянхонгор аймагт алсын зайн эмнэлгийн дуудлаганд Ланд 200 маркын автомашинаар үйлчилнэ. 

Энэхүү автомашиныг тус аймагт үйл ажиллагаа явуулдаг Эрдэнэ Цагаач компанийн хамт олон өнөөдөр гардуулж өглөө.🙏 https://t.co/fiI18a4h9U"
negative,"@Erdenee00 @Ichinkhorloo3 Логикгүй зураг байна. Үнэндээ Эрдэнэ Энхбат 2ын санал хуваагдана. Энэ хоёр хамтрагч биш, өрсөлдөгч."
neutral,"АН дахь
""худал гэх хар мангас
үнэн гэх цагаан дагины""  хөл гарыг нь хуга цохиж хөгжлийн бэрхшээлтэй болгосон. 
Тэр мангасуудын нэг нь С.Эрдэнэ! https://t.co/aTn2gVXWp0"
positive,Хүрэлсүх Оюун-эрдэнэ хоёр... https://t.co/pBbVpmovDN
positive,Баатар Оюун-эрдэнэ хоёр https://t.co/FG7Von6Z9K
neutral,"АН дахь
""худал гэх хар мангас
үнэн гэх цагаан дагины""  хөл гарыг нь хуга цохиж хөгжлийн бэрхшээлтэй болгосон. 
Тэр мангасуудын нэг нь С.Эрдэнэ! https://t.co/pnUBSCwg5q"
negative,"@ODELelectronics @gantulgat Хоёр урвайсан царайтай, духаараа нийлсэн хөшөө барихыг нь эсэргүүцсэн хүмүүсийг Монголын эсрэг зохион байгуулалттай бүлэг гэж нэрлээд, хиймэл дайсан зохиочихдог драмлаг “Монголын-Эрдэнэ” шүү дээ be careful. Үйлдвэр нтр бүр ойлгохгүй, мэдэхгүйшдээ 😂 соёлын барилгыг л ойлгоно 🚜"
negative,"Л.Оюун-Эрдэнэ ЕС-аар ажилласан 100 өдөр гэж үйл ажиллагаа хийхдээ өөрсдийн баталсан журмаа хэнэг ч үгүй зөрчөөд л бсан. Сая бас тэр Алсын хараа номын нээлтээрээ баахан зөрчжээ. Өөрсдөө мөрдөхгүй бол журам гаргаж ямар новшоо хийдэг бнаа! Торгууль төлөөсэй.

https://t.co/3XvPp9fgHn"
