Expression Label,tweets
negative,Б.Жаргалсайхан: Д.Энхбат тийм лаг Англи хэлтэй юм бол англи хэлний багш хийлгэ. Монголд Монгол Ерөнхийлөгч хэрэгтэй https://t.co/3K8JLYjRvU
neutral,Энхбат гуайг харлуулах өнцөгөө хайсаар бгаад Элбэгдоржид наах чиглэл авцгаасан юм шиг бн. Гадаад харилцаанд хамгийн сайн бсан ерөнхийлөгчтэй наасан нь бас яамай даа хахаха
positive,Энхбат гуай интернэт анх оруулж ирсэн тул шүт мөргө гээд байдаг хүмүүс үүнийг нэг уншина биз ээ https://t.co/IErQm8GhfO
negative,"@Uyanga_ts Харин тмйн, худлаа попроол Энхбат тэгэж бгаад асуудалтай л юм даа, худлаа ярих бол яавч сайн хүний шинж бишээ"
negative,"Б.Жаргалсайхан: 
""Д.Энхбат гэдэг хүн 7 сарын 1-нийг зохион байгуулсныхаа төлөө хариуцлага хүлээгээгүй байж ичих ч үгүй ардчилал яриад сонгуульд нэр дэвшээд явж болохгүй"" https://t.co/M3uDizyGgF"
negative,Энхбат чинь нүдээ цавчихгүй худал ярьдаг хүн юм бишүү https://t.co/dUzfez0rEB
negative,Г.Энхбат: Иргэд санаатай гэхээс илүү мэдлэггүйн улмаас соёлын өвийг гэмтээдэг https://t.co/FlEjXLZDKF
negative,Энэ жилийн сошл пиар магтангаа унагах болтойм. Энхбат дээр ч Хүк дээр ч байна. Эрдэнэ дээр юу ч алгаа ха ха ха https://t.co/DDrr37PfRF
neutral,"Энхбат гуайд яг үнэндээ энэ сонгуульд тачаадаад байх шалтгаан алга. Гарсангүй гээд бизнес нь зогсохгүй, шорон оронд орно гэж айх юм алга. Дуртай ажлаа үргэлжлүүлж хийгээд л явчих байх. Эрүүл сэтгэлгээтэй, дэлхий ертөнцийн талаар ойлголттой хүн Е байвал энэ улсад л хэрэгтэй."
positive,"""Алдарт уяач""Элбэгдорж морьдоо уяад, улс төр, сошиалд идэвхтэй болсон гэж. Нэг л энхийн цагаан тагтаа, Эрдэнэ, Энхбат 2 морины  хэн нь ч түрүүлсэн яахав гээд  цээжний хонжоо хийж сууна уу? Үнэндээ бол Хүрэлсүх, Элбэгдорж хоёр өрсөлдөж байгаа юм биш үү https://t.co/0N1VC69Ypn"
negative,"Дангаасүрэнгийн Энхбат:

Дэлхийн зах зээлтэй бөөр нийлүүлчихээд гомдол ярих эрхгүй‼️Бидэнтэй 1000 нугалсан наймаа хийж байхад хэзээ ч баян болохгүй‼️Ганцхан зам үлдсэн... Оюуны чадвараа нэмж, боловсролын тогтолцоог өөрчилье‼️Тасралтгүй сурдаг нийгмийн соёл хэрэгтэй‼️

2019.12.04 https://t.co/cYmziGoh0T"
negative,"@Erdenee00 @Ichinkhorloo3 Логикгүй зураг байна. Үнэндээ Эрдэнэ Энхбат 2ын санал хуваагдана. Энэ хоёр хамтрагч биш, өрсөлдөгч."
negative,"Жин тоник гэдэг эмэгтэй акк-г худалдаж авсан нөхөр их улстөржиж Элбэгээг харааж зүхэж, Эрдэнэ Энхбат хоёр руу дайрч харагдах юм"
negative,Энхбат нь нэгэн цагт Жонхууд зөвлөөд явж байсан юм шүү https://t.co/ZbZIt1GRfY https://t.co/qt7BLTbdoF
negative,Сүнээ яасан бол? Нөгөө А гишүүн нь яав? Энхбат начин ухаан орж дээрдсэн болов уу? Түвшинбаярыг яах бол? Лифтэнд...сон шүүгч... болон Дори нар хэрхсэн бэ? Өлсөөд бсн гишүүдийн бие&amp;сэтгэл санаа? Мэдээллийн урсгал дахин урсах уу? гм ийг гэнэт асуумаар боловшд😜
negative,Энхбат гуайг хараад  өрөвдлөө. Дээлтэй зураг авахуулахгүй бол хоцроод байгаа юм шиг санагдсан байх. За тэгээд нөгөө элит мэлит алга болох нь. Одоо харин яаж морь унах билээ. Эби тээр жил шарга азарганд авдар тавиад мордсон билүү 😂😂😂
neutral,"@KhulanMi Тиймээ тийн. Арай барьцтай гар. Балбаж байсан буух эзэнтэй, буцах хариутай. Тэр Энхбат бол бүткүүшүү. Интернэт хааяа тасраад, хурд нь пяараад явчидаг аятай хаана байгаа нь мээдкү хүн. Сорсын Монгол дахь эцэг шүү дээ. Өнгөт хувьцсгалын сценаричин гар л гэж боддог"
negative,"https://t.co/b2b3rqsUdw
БНСУ-ыг зорьсон Э.Энхбат начины бие дээрдээгүй, ухаан ороогүй хэвээр байна"
positive,@sogoomn Эрдэнэбатхааны Оюун Санжаасүрэнгйн Оюун Дангаасүрэнгын Энхбат Санжын Баяр Бундангын Болдсайхан Намсрайн Сувд.
positive,Яаая Энхбат Энхбат гээд бсан Элбэгдоржийн хүүхэлдэй юмуу? 🙄 https://t.co/T3nTXby2Ia
positive,"@MBBontoi Дуртайяа 😃 

Д. Энхбат гуай Ерөнхийлөгч болвол аштай юу даа 👍... 

Нэээг Хоёрыын Гурвааа! гээд түрэх хүчинд нь дусал нэмэр болоё оо. Амжилт! ✌️"
positive,За. Эрдэнэ ээ бид хоёр гарахгүй дээ. Энхбат бүүр гарахгүй. Б. Жаргалсайхан ам нээвэл. Ах үнэн л ярьж байна
neutral,"Жаргалсайхан : 
   Энхбат 7.1нд үймээн эхлүүлчээд зугатсан
Сурвалжлагч : зугатаагүйн бишүү 
 Жаргалсайхан: өөр тэгээд хайчсын.   Саваажээнаа 😂😂😂😂"
negative,Д.Энхбат: Би нэг зүйлд их санаа зовж байна. Монголын ардчилал үнэхээр нэг намын дарангуйллаар солигдох вий гэхээс айж байна https://t.co/k2gSOb2iRk via @https://dnn.mn
negative,Д.Энхбат урвагч аймхай бэртэгчин.Б.Жаргалсайхан
negative,"Энхбат ч дүүрч
Сайлах юм бага ч муулуулах үйлгүй хүн
Хэтрүүлэгтэй ч яваад бж болж бн

Хүүк бол угаасаа магтаал нь хэтэрчихлээ
Бантахдаа өөрийгөө хүртэл вампир болгох вэ дэ😂

Бүр хамгийн2 элгийн харагдаж бга, зовцорсон пиарч манай У, Элий 2 л бх шиг бн
Яаж ч магтах гд явдаггүйэ😂"
neutral,"Буян Жагаа: Д.Энхбат 7.1-ний үймээнийг эхлүүлчихээд зугтсан. 
Сурвалжлагч: Зугтаагүй юм бишүү? 
Буян Жагаа: Өөр тэгээд хайчсын. 😹 https://t.co/6JxzwUVmtj"
negative,Судалгаагаар Энхбат гуайн рейтинг өөрийнх нь хүлээлтээс 3 дахин өндөр байгаагаар гарсан байна.
negative,Д.Энхбат: Би нэг зүйлд их санаа зовж байна. Монголын ардчилал үнэхээр нэг намын дарангуйллаар солигдох вий гэхээс айж байна https://t.co/k2gSOb2iRk via @https://dnn.mn
negative,"Уг нь интэрнэт ийг Энхбат оруулж ирсэн, та нар мөргө сөгд сонго гэх ёстой бсымлд https://t.co/uQgiZiNJHx"
positive,@Teshka1231 Сэхээтэнлэг эхлээд болоодохоё хэдүүлээ Энхбат сонгоод 😜😜😜...
negative,"@Mongol_huu ХҮН нам болон нэр дэвшигч Д.Энхбат гуайн талаар юу гэж яривал шүүхэд өгөх вэ гэдэг дээр та хэд нэг тийм жагсаалт маягийн юм гаргаад өгөөч. Бид хэд нь сайн уншиж судалж авъя, шүүхэд очихгүйн тулд."
positive,"Сонгогчдын нэрсийн жагсаалтанд 2.1 сая хүн бичигдэх ба үүний 70% орчим буюу 1.5 сая хүн санал өгөх боловуу, Хүүк 740.0 мянган хүний санал авбал шууд ялна. Харин Энхбат Эрдэнэ нар нийлээд 770.0 мянгаас дээш хүний санал авч чадвал 2 дахь шатны санал хураалт болох боломжтой. 
#Ванга"
neutral,"Жаргалсайхан ах ч аливаа юмны голыг нь олоод л хэлчихдэг дээ. 
Та 7 сарын 1нийг мартаж болох ч бид мартаагүй шүү!

Б.Жаргалсайхан: Д.Энхбат гэдэг хүн 7сарын 1нийг зохион байгуулсныхаа төлөө хариуцлага хүлээгээгүй байж ичих ч үгүй ардчилал яриад сонгуульд нэр дэвшээд явж болохгүй! https://t.co/h7EzHjwbJ0 https://t.co/meQdq9macX"
